id,dia_da_semana,horario_de_pico,operacao_normal,estacao_de_entrada,sentido,esta_chovendo,lotacao_1_min_5_max,linha_8,linha_9
1909,Quarta,Sim,Não,Cidade Universitária,Osasco,Sim,3,0.0,14.0
1910,Segunda,Sim,Sim,Granja Julieta,Osasco,Não,4,0.0,12.0
1911,Terça,Sim,Sim,João Dias,Osasco,Não,4,0.0,14.0
1912,Sexta,Sim,Sim,Primavera Interlagos,Osasco,Não,4,0.0,13.0
1913,Sábado,Não,Sim,Primavera Interlagos,Osasco,Não,1,0.0,8.0
1914,Terça,Não,Sim,Cidade Universitária,Grajaú,Sim,2,0.0,4.0
1915,Domingo,Sim,Sim,Vila Olímpia,Grajaú,Sim,4,0.0,14.0
1916,Terça,Não,Não,Grajau,Osasco,Não,1,0.0,6.0
1917,Terça,Sim,Sim,Ceasa,Grajaú,Não,4,0.0,14.0
1918,Quinta,Sim,Sim,Primavera Interlagos,Grajaú,Não,3,0.0,13.0
1919,Quarta,Sim,Sim,Vila Olímpia,Osasco,Não,5,0.0,12.0
1920,Segunda,Sim,Sim,Pres. Altino,Osasco,Sim,3,0.0,10.0
1921,Quarta,Não,Sim,Grajau,Grajaú,Sim,2,0.0,5.0
1922,Terça,Sim,Não,Mendes Vila Natal,Grajaú,Não,4,0.0,13.0
1923,Segunda,Sim,Sim,Pres. Altino,Grajaú,Não,4,0.0,11.0
1924,Quarta,Sim,Sim,João Dias,Grajaú,Não,3,0.0,12.0
1925,Segunda,Sim,Sim,João Dias,Osasco,Não,3,0.0,9.0
1926,Domingo,Não,Não,Grajau,Osasco,Não,2,0.0,4.0
1927,Terça,Sim,Sim,Primavera Interlagos,Osasco,Sim,3,0.0,14.0
1928,Sexta,Sim,Sim,Osasco,Osasco,Não,3,0.0,13.0
1929,Sábado,Sim,Não,Ceasa,Osasco,Não,5,0.0,15.0
1930,Segunda,Sim,Sim,Berrini,Grajaú,Não,5,0.0,12.0
1931,Domingo,Sim,Não,Jurubatuba,Grajaú,Não,3,0.0,11.0
1932,Sábado,Sim,Não,Osasco,Grajaú,Não,5,0.0,12.0
1933,Quinta,Sim,Sim,Socorro,Grajaú,Não,5,0.0,14.0
1934,Terça,Sim,Sim,Villa-Lobos Jaguaré,Osasco,Não,5,0.0,10.0
1935,Sexta,Não,Sim,João Dias,Osasco,Não,3,0.0,7.0
1936,Quinta,Sim,Sim,Villa-Lobos Jaguaré,Grajaú,Sim,4,0.0,13.0
1937,Sexta,Não,Sim,Pinheiros,Grajaú,Sim,3,0.0,5.0
1938,Quinta,Sim,Sim,Socorro,Osasco,Não,3,0.0,14.0
1939,Segunda,Sim,Sim,Morumbi,Grajaú,Não,5,0.0,13.0
1940,Domingo,Sim,Sim,Granja Julieta,Osasco,Não,5,0.0,13.0
1941,Terça,Sim,Sim,João Dias,Osasco,Sim,3,0.0,11.0
1942,Sexta,Não,Sim,Cidade Jardim,Grajaú,Não,2,0.0,3.0
1943,Quinta,Não,Sim,Hebraica Rebouças,Osasco,Não,1,0.0,8.0
1944,Terça,Não,Sim,Primavera Interlagos,Osasco,Não,1,0.0,6.0
1945,Quinta,Não,Sim,Vila Olímpia,Grajaú,Não,1,0.0,3.0
1946,Terça,Sim,Sim,Pres. Altino,Grajaú,Não,3,0.0,15.0
1947,Terça,Sim,Sim,Primavera Interlagos,Grajaú,Sim,4,0.0,15.0
1948,Quinta,Sim,Não,Berrini,Osasco,Não,5,0.0,9.0
1949,Domingo,Sim,Não,Osasco,Osasco,Não,3,0.0,13.0
1950,Quarta,Sim,Sim,Cidade Universitária,Grajaú,Não,5,0.0,12.0
1951,Sábado,Sim,Sim,Morumbi,Grajaú,Não,4,0.0,11.0
1952,Segunda,Sim,Sim,Primavera Interlagos,Grajaú,Não,5,0.0,13.0
1953,Sábado,Sim,Sim,Villa-Lobos Jaguaré,Grajaú,Não,5,0.0,13.0
1954,Sexta,Não,Sim,Cidade Universitária,Osasco,Não,2,0.0,3.0
1955,Quinta,Não,Sim,Mendes Vila Natal,Osasco,Não,1,0.0,3.0
1956,Terça,Sim,Sim,Osasco,Grajaú,Não,5,0.0,14.0
1957,Sábado,Sim,Sim,Autódromo,Osasco,Não,5,0.0,12.0
1958,Segunda,Sim,Sim,Cidade Universitária,Osasco,Não,4,0.0,9.0
1959,Sábado,Não,Sim,Villa-Lobos Jaguaré,Osasco,Sim,3,0.0,3.0
1960,Segunda,Sim,Sim,Pinheiros,Grajaú,Não,5,0.0,11.0
1961,Terça,Sim,Sim,João Dias,Grajaú,Não,5,0.0,12.0
1962,Terça,Sim,Sim,Jurubatuba,Grajaú,Não,4,0.0,11.0
1963,Sábado,Sim,Sim,Morumbi,Osasco,Não,4,0.0,13.0
1964,Sábado,Sim,Sim,Primavera Interlagos,Osasco,Não,4,0.0,12.0
1965,Quarta,Sim,Não,Villa-Lobos Jaguaré,Osasco,Não,3,0.0,12.0
1966,Sexta,Não,Sim,João Dias,Osasco,Não,1,0.0,3.0
1967,Segunda,Sim,Sim,Jurubatuba,Osasco,Não,3,0.0,12.0
1968,Segunda,Sim,Sim,Pinheiros,Grajaú,Sim,5,0.0,11.0
1969,Quinta,Não,Sim,Vila Olímpia,Osasco,Não,2,0.0,7.0
1970,Quinta,Sim,Sim,Villa-Lobos Jaguaré,Osasco,Não,5,0.0,13.0
1971,Sexta,Não,Sim,Santo Amaro,Osasco,Não,1,0.0,6.0
1972,Sábado,Não,Sim,Villa-Lobos Jaguaré,Grajaú,Não,3,0.0,4.0
1973,Quinta,Sim,Sim,Granja Julieta,Grajaú,Não,3,0.0,9.0
1974,Quarta,Sim,Não,Villa-Lobos Jaguaré,Grajaú,Não,4,0.0,15.0
1975,Quinta,Sim,Sim,Vila Olímpia,Grajaú,Não,4,0.0,9.0
1976,Sexta,Não,Não,Mendes Vila Natal,Osasco,Não,2,0.0,5.0
1977,Terça,Sim,Sim,Jurubatuba,Grajaú,Sim,5,0.0,12.0
1978,Domingo,Não,Sim,Villa-Lobos Jaguaré,Grajaú,Sim,2,0.0,7.0
1979,Terça,Não,Sim,Mendes Vila Natal,Grajaú,Não,3,0.0,8.0
1980,Terça,Sim,Não,Autódromo,Grajaú,Não,5,0.0,10.0
1981,Segunda,Não,Sim,Vila Olímpia,Grajaú,Não,2,0.0,8.0
1982,Sexta,Não,Sim,Cidade Universitária,Osasco,Não,2,0.0,5.0
1983,Terça,Sim,Sim,Hebraica Rebouças,Osasco,Não,5,0.0,15.0
1984,Domingo,Sim,Sim,Socorro,Grajaú,Sim,5,0.0,15.0
1985,Sábado,Não,Sim,Autódromo,Osasco,Não,1,0.0,5.0
1986,Quinta,Sim,Sim,Pres. Altino,Grajaú,Não,3,0.0,14.0
1987,Segunda,Não,Não,Ceasa,Osasco,Não,3,0.0,8.0
1988,Domingo,Sim,Sim,Cidade Universitária,Grajaú,Sim,4,0.0,15.0
1989,Sexta,Sim,Sim,Hebraica Rebouças,Grajaú,Não,5,0.0,13.0
1990,Sexta,Não,Sim,Villa-Lobos Jaguaré,Grajaú,Sim,3,0.0,3.0
1991,Sexta,Sim,Não,Morumbi,Grajaú,Sim,4,0.0,10.0
1992,Sábado,Não,Sim,Osasco,Grajaú,Não,1,0.0,3.0
1993,Terça,Sim,Não,Mendes Vila Natal,Osasco,Não,5,0.0,13.0
1994,Domingo,Sim,Sim,Granja Julieta,Osasco,Não,3,0.0,14.0
1995,Segunda,Sim,Sim,Hebraica Rebouças,Osasco,Não,5,0.0,10.0
1996,Sábado,Não,Sim,Granja Julieta,Osasco,Não,3,0.0,4.0
1997,Quarta,Sim,Não,Hebraica Rebouças,Grajaú,Sim,3,0.0,14.0
1998,Quinta,Sim,Sim,Pres. Altino,Osasco,Não,5,0.0,9.0
1999,Sábado,Sim,Sim,Pres. Altino,Osasco,Não,3,0.0,15.0
2000,Quarta,Sim,Sim,Villa-Lobos Jaguaré,Osasco,Não,5,0.0,13.0
